date,pay_tag,is_pay,is_9,is_10,is_80002,dau
2024-09-11,大R,16,31.0,26.0,32.0,34
2025-03-30,超R,7,10.0,10.0,12.0,17
2025-04-10,小R,15,77.0,75.0,62.0,160
2025-05-17,未活跃,1,,1.0,1.0,44
2025-02-28,非R,5,16.0,12.0,9.0,1559
2024-03-26,大R,24,31.0,29.0,,33
2024-06-26,超R,10,9.0,10.0,12.0,16
2024-10-16,非R,12,45.0,37.0,29.0,1603
2023-12-09,超R,11,5.0,7.0,,16
2024-07-18,非R,19,49.0,55.0,45.0,1545
2023-12-17,超R,9,7.0,9.0,,16
2024-02-17,大R,15,30.0,31.0,,33
2024-11-10,中R,46,90.0,79.0,97.0,145
2025-05-14,非R,4,7.0,6.0,3.0,1509
2023-12-30,中R,58,89.0,106.0,,142
2024-01-25,未活跃,20,73.0,104.0,,736
2023-11-23,未活跃,22,,,,947
2024-03-24,超R,9,11.0,12.0,,15
2024-07-14,非R,19,48.0,58.0,45.0,1567
2024-03-08,非R,25,71.0,102.0,,1540
2024-12-03,非R,6,31.0,25.0,20.0,1597
2024-11-30,非R,12,32.0,25.0,23.0,1637
2024-05-14,非R,19,65.0,77.0,61.0,1550
2024-11-26,超R,9,10.0,10.0,13.0,17
2024-10-18,中R,59,89.0,86.0,96.0,145
2024-08-12,未活跃,13,20.0,20.0,24.0,320
2024-02-28,大R,16,30.0,31.0,,33
2024-06-16,大R,24,31.0,29.0,31.0,33
2024-10-05,微R,20,85.0,73.0,61.0,276
2025-03-02,中R,47,87.0,64.0,83.0,145
2025-05-21,非R,4,8.0,7.0,3.0,1519
2024-03-19,微R,21,74.0,110.0,,262
2025-01-20,大R,18,26.0,21.0,29.0,34
2024-12-17,中R,47,90.0,76.0,88.0,145
2024-11-04,超R,9,9.0,10.0,12.0,17
2024-11-21,大R,20,25.0,23.0,29.0,34
2024-06-25,非R,17,54.0,66.0,48.0,1564
2025-01-17,非R,4,24.0,25.0,15.0,1620
2025-04-26,超R,11,12.0,12.0,14.0,17
2023-12-20,微R,16,51.0,93.0,,266
2024-04-09,大R,18,32.0,30.0,,33
2024-04-29,小R,32,81.0,108.0,71.0,147
2024-02-02,中R,42,91.0,104.0,,141
2024-03-11,小R,41,84.0,114.0,,149
2024-03-11,非R,28,75.0,105.0,,1576
2024-08-01,未活跃,12,20.0,20.0,26.0,323
2024-08-19,中R,68,97.0,95.0,107.0,145
2024-09-08,非R,15,48.0,43.0,38.0,1577
2024-12-02,大R,24,27.0,20.0,29.0,34
2024-12-21,大R,21,27.0,21.0,30.0,34
2023-11-15,大R,19,,,,33
2025-01-01,未活跃,7,6.0,7.0,7.0,145
2025-04-18,微R,41,60.0,50.0,22.0,272
2024-04-17,未活跃,17,46.0,55.0,,494
2025-03-26,微R,13,58.0,49.0,27.0,278
2024-08-27,中R,56,94.0,93.0,103.0,144
2024-05-15,小R,21,76.0,105.0,98.0,146
2024-12-18,非R,8,32.0,19.0,17.0,1548
2024-12-18,小R,32,76.0,86.0,72.0,159
2024-05-06,小R,25,79.0,108.0,94.0,146
2024-05-06,大R,24,32.0,29.0,30.0,33
2024-11-15,微R,23,83.0,58.0,47.0,266
2024-02-15,超R,8,11.0,12.0,,16
2024-04-26,微R,37,81.0,115.0,25.0,263
2024-03-14,中R,41,88.0,100.0,,137
2024-03-14,大R,16,30.0,29.0,,33
2025-01-18,微R,14,76.0,63.0,39.0,277
2025-03-07,小R,20,73.0,73.0,61.0,157
2025-04-14,微R,12,51.0,41.0,24.0,273
2024-10-30,中R,55,87.0,82.0,92.0,144
2024-03-18,大R,23,31.0,29.0,,33
2024-03-15,小R,27,79.0,114.0,,147
2024-04-19,超R,11,10.0,11.0,,15
2024-05-12,超R,7,10.0,11.0,13.0,15
2024-11-28,大R,28,27.0,21.0,29.0,34
2023-11-19,未活跃,33,,,,957
2024-10-26,中R,52,89.0,85.0,94.0,145
2024-05-03,未活跃,22,39.0,51.0,34.0,494
2024-07-29,非R,22,49.0,50.0,42.0,1534
2024-02-18,小R,27,84.0,118.0,,149
2024-10-04,非R,11,45.0,39.0,32.0,1617
2024-06-05,小R,24,78.0,102.0,89.0,149
2024-04-20,大R,25,32.0,29.0,,33
2025-05-14,超R,4,13.0,13.0,14.0,17
2025-05-12,大R,16,26.0,29.0,29.0,34
2024-06-21,微R,34,76.0,84.0,89.0,262
2024-11-30,超R,10,10.0,10.0,12.0,17
2024-04-28,未活跃,24,46.0,55.0,25.0,511
2024-10-23,非R,13,45.0,37.0,26.0,1613
2024-06-08,大R,28,31.0,29.0,30.0,33
2024-11-26,非R,9,35.0,27.0,24.0,1593
2024-03-10,未活跃,22,55.0,72.0,,614
2025-02-16,小R,29,76.0,73.0,70.0,158
2023-11-09,微R,39,,,,273
2024-06-16,中R,48,93.0,98.0,108.0,140
2024-06-03,超R,7,10.0,10.0,11.0,15
2025-05-18,微R,50,69.0,49.0,24.0,275
2024-11-19,超R,10,9.0,10.0,12.0,17
2025-01-20,未活跃,1,5.0,5.0,4.0,119
2025-05-05,中R,55,102.0,98.0,85.0,146
2024-10-10,中R,46,94.0,87.0,96.0,144
2024-04-09,未活跃,12,48.0,54.0,,523
2025-01-02,小R,24,76.0,83.0,69.0,157
2024-10-12,超R,12,9.0,10.0,13.0,16
2025-02-04,大R,18,25.0,21.0,30.0,34
2025-05-09,大R,21,26.0,29.0,29.0,34
2024-08-25,超R,11,9.0,10.0,12.0,15
2024-09-07,小R,36,79.0,94.0,79.0,152
2024-09-05,超R,10,10.0,11.0,12.0,16
2025-03-22,小R,15,77.0,72.0,57.0,158
2025-03-29,小R,21,76.0,74.0,60.0,161
2025-02-17,微R,17,63.0,50.0,41.0,271
2024-01-02,超R,8,11.0,12.0,,16
2024-02-09,大R,18,30.0,31.0,,33
2025-02-23,中R,29,87.0,70.0,88.0,147
2025-02-13,微R,14,68.0,55.0,39.0,274
2024-03-14,未活跃,11,54.0,71.0,,583
2024-05-09,大R,24,32.0,29.0,30.0,33
2024-07-09,未活跃,4,20.0,27.0,23.0,357
2025-01-18,超R,10,9.0,10.0,11.0,17
2023-12-28,超R,12,10.0,12.0,,16
2024-10-30,小R,32,87.0,92.0,77.0,157
2025-05-01,未活跃,0,,,,14
2024-01-11,小R,31,85.0,121.0,,148
2024-09-29,中R,56,94.0,87.0,92.0,145
2025-03-10,未活跃,0,3.0,2.0,2.0,28
2025-05-02,非R,4,5.0,5.0,2.0,1546
2024-05-13,未活跃,10,44.0,49.0,42.0,486
2024-12-29,小R,22,76.0,84.0,70.0,158
2024-07-20,大R,20,28.0,27.0,32.0,33
2024-07-29,超R,9,8.0,9.0,11.0,15
2024-03-30,微R,29,83.0,117.0,,267
2024-04-13,未活跃,19,49.0,59.0,,564
2024-07-08,大R,26,31.0,28.0,30.0,33
2025-05-22,超R,14,12.0,11.0,13.0,17
2024-08-26,大R,22,31.0,28.0,30.0,34
2024-04-02,中R,60,89.0,99.0,,139
2024-04-28,中R,60,96.0,104.0,80.0,141
2024-06-12,中R,50,93.0,99.0,106.0,141
2024-12-30,非R,7,29.0,28.0,19.0,1591
2024-07-17,未活跃,13,20.0,22.0,24.0,339
2024-10-25,中R,52,88.0,85.0,92.0,145
2025-01-10,小R,31,78.0,83.0,67.0,158
2023-12-13,微R,24,25.0,63.0,,268
2025-05-24,未活跃,1,,2.0,1.0,54
2024-05-05,大R,28,32.0,29.0,30.0,32
2024-09-16,非R,19,46.0,41.0,36.0,1575
2024-09-09,超R,8,10.0,11.0,12.0,16
2025-01-02,非R,6,26.0,25.0,16.0,1595
2024-05-26,微R,25,78.0,101.0,84.0,265
2024-11-18,非R,10,38.0,29.0,27.0,1591
2024-09-19,微R,10,85.0,71.0,60.0,273
2023-12-31,小R,30,78.0,109.0,,146
2024-01-22,中R,64,93.0,106.0,,141
2024-02-24,大R,20,30.0,31.0,,33
2024-02-26,微R,21,81.0,136.0,,269
2025-01-05,大R,16,26.0,21.0,30.0,34
2025-03-22,非R,4,21.0,12.0,10.0,1635
2025-03-22,微R,14,61.0,51.0,28.0,279
2025-04-06,非R,0,13.0,8.0,6.0,1620
2023-11-15,未活跃,25,,,,964
2023-12-15,未活跃,30,34.0,67.0,,849
2024-04-14,非R,20,69.0,87.0,,1541
2025-03-17,未活跃,0,2.0,2.0,2.0,35
2025-03-17,大R,16,25.0,19.0,27.0,34
2025-04-28,中R,68,98.0,96.0,87.0,147
2024-05-18,非R,14,64.0,76.0,64.0,1597
2024-10-08,小R,26,82.0,87.0,75.0,155
2025-03-26,非R,4,18.0,10.0,8.0,1598
2024-07-05,中R,57,91.0,93.0,104.0,142
2024-08-27,未活跃,5,18.0,17.0,17.0,282
2024-03-09,超R,10,11.0,11.0,,16
2025-02-09,非R,1,23.0,15.0,12.0,1630
2025-02-09,超R,6,9.0,10.0,13.0,17
2024-02-11,微R,30,75.0,135.0,,267
2024-02-11,超R,6,11.0,11.0,,16
2025-02-05,微R,17,71.0,56.0,39.0,275
2024-01-12,微R,34,82.0,140.0,,267
2024-10-14,中R,61,93.0,86.0,96.0,145
2024-05-13,大R,21,31.0,29.0,31.0,32
2024-05-13,中R,48,92.0,101.0,105.0,139
2025-04-21,微R,5,66.0,52.0,26.0,272
2023-11-19,中R,40,,,,141
2024-01-14,未活跃,25,78.0,117.0,,800
2024-01-23,非R,27,82.0,130.0,,1599
2024-05-03,小R,35,82.0,108.0,89.0,147
2025-03-18,非R,3,20.0,11.0,9.0,1594
2024-02-22,微R,17,81.0,135.0,,264
2024-10-20,微R,26,83.0,74.0,57.0,277
2024-10-19,微R,24,83.0,71.0,56.0,276
2024-03-25,未活跃,12,54.0,70.0,,586
2024-03-25,大R,20,31.0,29.0,,33
2024-09-27,小R,31,77.0,89.0,73.0,152
2024-09-01,微R,30,83.0,71.0,63.0,277
2025-01-03,超R,12,8.0,10.0,11.0,17
2025-04-16,大R,17,22.0,19.0,25.0,34
2025-03-06,大R,13,24.0,19.0,27.0,34
2025-03-14,小R,18,73.0,72.0,61.0,158
2024-01-20,超R,8,11.0,12.0,,15
2024-03-10,大R,23,30.0,29.0,,33
2023-11-09,超R,11,,,,16
2024-10-11,微R,24,83.0,74.0,56.0,274
2024-11-22,非R,12,36.0,28.0,25.0,1591
2024-11-22,微R,24,84.0,63.0,45.0,275
2024-03-07,未活跃,21,59.0,76.0,,621
2024-10-15,未活跃,2,14.0,14.0,14.0,226
2024-03-19,非R,16,78.0,93.0,,1567
2024-10-06,未活跃,9,14.0,14.0,14.0,235
2023-11-24,超R,11,,,,16
2024-08-04,中R,35,93.0,94.0,103.0,142
2024-07-31,未活跃,8,20.0,20.0,26.0,326
2024-11-17,大R,18,26.0,23.0,28.0,34
2023-11-26,大R,26,,,,33
2025-02-04,未活跃,2,3.0,3.0,4.0,88
2024-07-02,非R,14,49.0,64.0,49.0,1553
2024-06-23,未活跃,11,23.0,31.0,25.0,394
2024-06-06,非R,18,54.0,65.0,53.0,1555
2025-03-25,大R,22,24.0,18.0,24.0,34
2023-11-20,微R,23,,,,270
2024-02-02,未活跃,32,70.0,103.0,,687
2024-02-21,中R,45,91.0,100.0,,139
2024-08-05,非R,21,52.0,52.0,39.0,1570
2024-09-26,大R,25,30.0,25.0,32.0,34
2025-02-08,大R,13,25.0,21.0,29.0,34
2024-05-07,微R,34,79.0,114.0,73.0,269
2025-05-16,中R,31,101.0,99.0,87.0,147
2024-01-30,非R,25,84.0,121.0,,1580
2024-06-22,超R,10,9.0,10.0,12.0,16
2025-05-10,小R,25,87.0,97.0,58.0,157
2024-02-10,小R,31,84.0,119.0,,148
2024-11-15,小R,36,82.0,91.0,74.0,157
2024-11-15,超R,11,9.0,10.0,12.0,17
2025-01-14,非R,7,22.0,24.0,15.0,1608
2024-02-29,大R,18,29.0,29.0,,33
2024-05-29,大R,22,33.0,28.0,29.0,33
2024-07-25,小R,26,80.0,100.0,85.0,150
2025-01-23,中R,32,86.0,71.0,87.0,145
2024-12-26,微R,11,69.0,62.0,41.0,274
2024-02-07,超R,8,10.0,12.0,,16
2024-05-24,未活跃,14,36.0,40.0,39.0,422
2025-01-31,大R,13,26.0,22.0,31.0,34
2025-05-02,小R,18,86.0,93.0,63.0,155
2024-11-01,大R,27,27.0,25.0,28.0,33
2024-03-03,中R,51,89.0,98.0,,140
2024-03-26,未活跃,20,57.0,65.0,,562
2024-04-22,微R,21,83.0,116.0,,263
2024-04-22,非R,16,67.0,86.0,,1552
2024-04-13,大R,27,30.0,30.0,,33
2024-08-20,非R,10,51.0,52.0,34.0,1555
2024-06-05,中R,55,93.0,101.0,102.0,141
2024-03-27,微R,14,80.0,114.0,,263
2024-01-29,中R,39,92.0,105.0,,141
2023-12-30,大R,24,26.0,30.0,,33
2024-08-26,未活跃,12,20.0,20.0,18.0,296
2024-12-03,小R,29,80.0,87.0,65.0,159
2025-05-03,微R,11,70.0,60.0,22.0,273
2024-04-28,大R,27,32.0,29.0,28.0,33
2024-05-14,微R,38,82.0,109.0,82.0,263
2024-09-27,超R,11,10.0,11.0,12.0,17
2023-11-12,小R,28,,,,148
2025-01-12,大R,17,25.0,21.0,29.0,34
2025-03-06,未活跃,1,4.0,3.0,2.0,36
2024-08-12,小R,35,81.0,96.0,90.0,149
2025-05-24,大R,23,24.0,25.0,24.0,33
2024-03-19,小R,32,83.0,119.0,,149
2024-05-21,小R,25,73.0,105.0,100.0,149
2024-12-15,微R,17,73.0,66.0,39.0,275
2024-03-06,大R,19,30.0,30.0,,33
2023-12-01,微R,27,1.0,11.0,,269
2023-12-01,小R,29,9.0,14.0,,148
2025-05-07,超R,12,13.0,13.0,14.0,17
2024-10-12,小R,32,84.0,90.0,78.0,157
2024-01-26,非R,19,85.0,127.0,,1569
2024-06-19,大R,25,31.0,29.0,31.0,33
2024-08-19,大R,25,31.0,28.0,31.0,34
2025-01-24,未活跃,2,4.0,4.0,4.0,92
2024-08-15,中R,50,98.0,98.0,107.0,144
2024-08-15,大R,24,31.0,27.0,31.0,34
2025-01-05,中R,43,88.0,71.0,88.0,143
2023-12-15,大R,21,13.0,14.0,,33
2024-05-07,非R,20,62.0,78.0,55.0,1547
2024-04-14,微R,37,87.0,119.0,,266
2024-06-28,非R,18,53.0,67.0,49.0,1549
2025-04-05,中R,49,89.0,66.0,79.0,148
2025-05-10,微R,13,76.0,60.0,27.0,279
2025-05-10,非R,4,7.0,7.0,3.0,1574
2024-02-06,小R,33,85.0,116.0,,150
2024-12-11,小R,22,79.0,86.0,69.0,158
2025-02-01,非R,10,23.0,20.0,13.0,1654
2023-11-01,小R,42,,,,147
2024-12-14,中R,42,90.0,76.0,87.0,145
2024-02-29,微R,19,81.0,128.0,,264
2024-07-25,微R,25,75.0,77.0,77.0,267
2024-06-13,微R,18,75.0,84.0,84.0,268
2024-10-30,未活跃,7,11.0,11.0,12.0,214
2023-12-02,超R,8,1.0,1.0,,16
2024-04-27,超R,7,10.0,11.0,11.0,15
2025-04-01,大R,20,23.0,18.0,24.0,34
2025-01-21,小R,11,77.0,79.0,66.0,159
2025-01-21,非R,9,19.0,21.0,12.0,1623
2024-12-28,中R,45,88.0,73.0,89.0,145
2024-10-26,大R,19,28.0,25.0,28.0,34
2024-03-30,小R,29,86.0,114.0,,146
2024-04-13,中R,62,90.0,99.0,,141
2024-08-10,超R,10,9.0,10.0,11.0,17
2024-07-07,超R,8,9.0,10.0,12.0,16
2024-05-28,未活跃,12,37.0,38.0,30.0,470
2024-03-08,超R,10,11.0,11.0,,16
2025-05-06,非R,3,7.0,7.0,3.0,1554
2024-01-15,非R,24,84.0,129.0,,1645
2023-11-12,非R,15,,,,1645
2024-05-11,微R,29,82.0,110.0,78.0,268
2024-11-06,未活跃,3,10.0,9.0,9.0,194
2024-11-06,大R,15,28.0,25.0,27.0,34
2024-06-08,未活跃,12,32.0,36.0,24.0,444
2025-03-06,中R,35,89.0,65.0,82.0,145
2024-02-13,大R,13,29.0,30.0,,32
2024-03-10,中R,56,88.0,100.0,,139
2024-11-11,超R,13,9.0,10.0,12.0,16
2025-03-04,超R,11,11.0,10.0,13.0,17
2025-01-10,超R,11,9.0,10.0,12.0,17
2024-12-19,微R,10,72.0,60.0,40.0,271
2025-04-07,超R,10,10.0,10.0,13.0,17
2024-04-03,微R,32,85.0,121.0,,264
2024-04-03,小R,38,84.0,113.0,,146
2024-04-18,非R,13,68.0,89.0,,1547
2024-07-24,小R,35,83.0,100.0,90.0,150
2024-08-17,超R,10,9.0,10.0,12.0,17
2025-01-29,非R,4,22.0,19.0,13.0,1581
2025-05-21,微R,31,65.0,48.0,19.0,271
2024-08-22,未活跃,9,19.0,19.0,20.0,295
2024-11-29,微R,17,76.0,64.0,40.0,271
2025-03-03,非R,10,19.0,13.0,9.0,1590
2023-12-27,非R,53,75.0,113.0,,1626
2024-09-04,小R,31,79.0,94.0,81.0,154
2024-05-21,未活跃,10,37.0,42.0,39.0,444
2024-10-03,中R,59,93.0,88.0,92.0,145
2025-05-05,未活跃,1,,,,37
2025-04-25,微R,58,68.0,58.0,22.0,274
2024-08-16,微R,21,72.0,79.0,68.0,267
2024-08-08,未活跃,5,21.0,19.0,26.0,323
2024-08-08,大R,25,31.0,28.0,31.0,34
2023-11-24,非R,29,,,,1616
2024-07-31,大R,26,29.0,26.0,29.0,33
2024-07-19,大R,26,28.0,27.0,32.0,33
2024-11-17,中R,57,88.0,77.0,96.0,145
2024-01-04,超R,10,11.0,12.0,,16
2025-03-13,大R,21,27.0,19.0,27.0,34
2025-01-28,中R,30,86.0,71.0,85.0,145
2024-09-03,未活跃,8,19.0,18.0,20.0,254
2024-07-12,中R,54,93.0,93.0,102.0,141
2024-06-23,中R,71,92.0,98.0,108.0,141
2024-03-12,微R,16,78.0,120.0,,263
2024-05-19,超R,13,10.0,11.0,13.0,16
2025-02-24,微R,6,60.0,49.0,39.0,276
2025-03-29,中R,39,87.0,66.0,76.0,148
2025-01-27,大R,20,27.0,22.0,30.0,34
2024-04-17,大R,24,32.0,30.0,,33
2025-03-26,小R,18,77.0,76.0,59.0,159
2024-08-13,非R,15,53.0,51.0,38.0,1566
2024-08-27,大R,19,31.0,28.0,30.0,34
2024-09-10,大R,20,31.0,27.0,32.0,34
2025-02-09,小R,13,75.0,72.0,62.0,156
2025-02-19,未活跃,2,4.0,4.0,4.0,71
2024-05-06,中R,47,91.0,100.0,100.0,139
2024-08-07,中R,55,94.0,93.0,104.0,144
2024-05-23,超R,9,10.0,10.0,13.0,15
2024-05-09,未活跃,19,41.0,47.0,36.0,496
2025-03-07,非R,8,17.0,12.0,10.0,1596
2025-04-14,非R,0,7.0,5.0,5.0,1567
2025-04-20,大R,13,25.0,25.0,30.0,33
2024-08-02,非R,16,51.0,51.0,40.0,1554
2024-04-21,未活跃,12,48.0,56.0,,474
2023-11-07,中R,53,,,,143
2024-07-27,未活跃,9,21.0,22.0,28.0,381
2024-05-03,微R,24,82.0,111.0,66.0,269
2023-12-16,中R,65,53.0,66.0,,141
2024-09-21,未活跃,7,15.0,16.0,18.0,262
2024-12-10,小R,30,79.0,88.0,69.0,160
2023-11-16,大R,21,,,,33
2024-01-06,超R,8,11.0,12.0,,16
2024-01-02,未活跃,43,71.0,110.0,,879
2024-09-13,超R,12,10.0,11.0,11.0,15
2024-03-17,中R,37,87.0,100.0,,138
2025-03-06,非R,3,18.0,12.0,10.0,1585
2025-03-14,超R,11,10.0,10.0,11.0,17
2024-07-17,中R,50,94.0,95.0,104.0,141
2024-10-29,中R,61,87.0,83.0,92.0,144
2025-03-04,非R,6,19.0,14.0,11.0,1598
2025-02-16,未活跃,4,4.0,4.0,4.0,80
2025-02-16,中R,60,89.0,70.0,86.0,146
2025-04-07,微R,9,55.0,44.0,26.0,276
2024-04-18,未活跃,15,48.0,56.0,,521
2025-01-09,微R,14,75.0,60.0,38.0,272
2025-05-24,非R,11,9.0,8.0,3.0,1568
2024-10-15,中R,39,91.0,86.0,96.0,145
2024-05-21,微R,20,78.0,104.0,86.0,267
2024-12-05,微R,10,73.0,63.0,39.0,270
2024-05-30,非R,19,57.0,69.0,56.0,1571
2024-11-21,小R,27,85.0,92.0,74.0,157
2024-10-10,未活跃,5,16.0,16.0,15.0,229
2024-06-20,大R,26,31.0,29.0,31.0,33
2024-01-09,超R,7,10.0,11.0,,15
2023-12-01,中R,40,10.0,8.0,,142
2025-04-22,微R,7,65.0,54.0,25.0,272
2025-01-08,中R,58,89.0,73.0,89.0,145
2024-01-27,超R,11,11.0,11.0,,16
2024-04-10,大R,18,32.0,30.0,,33
2024-02-23,微R,26,79.0,133.0,,266
2024-04-29,大R,24,32.0,29.0,29.0,33
2024-04-04,小R,30,85.0,113.0,,146
2024-11-03,大R,21,28.0,26.0,28.0,34
2024-11-03,超R,11,9.0,10.0,12.0,17
2024-08-05,超R,7,9.0,10.0,12.0,16
2024-09-26,非R,18,46.0,40.0,30.0,1574
2025-03-01,微R,26,56.0,48.0,34.0,276
2025-04-09,微R,6,53.0,42.0,26.0,279
2024-09-24,中R,28,95.0,88.0,97.0,144
2023-11-18,大R,23,,,,33
2024-01-05,小R,42,84.0,121.0,,149
2024-04-05,超R,8,11.0,12.0,,15
2024-12-26,中R,40,89.0,74.0,90.0,144
2025-04-10,中R,32,85.0,65.0,76.0,147
2023-11-19,微R,23,,,,270
2024-02-06,微R,23,75.0,137.0,,268
2025-05-01,超R,12,12.0,12.0,14.0,17
2024-04-23,非R,14,65.0,82.0,,1543
2024-02-10,中R,55,92.0,104.0,,140
2025-02-19,非R,3,21.0,13.0,11.0,1575
2024-11-15,未活跃,4,8.0,9.0,8.0,183
2025-01-14,小R,26,78.0,82.0,67.0,158
2023-12-25,非R,24,75.0,106.0,,1631
2024-05-29,非R,22,56.0,69.0,56.0,1569
2024-08-13,大R,26,31.0,28.0,32.0,34
2024-09-15,中R,50,90.0,87.0,96.0,144
2025-03-21,微R,8,60.0,49.0,30.0,275
2024-09-28,非R,17,47.0,41.0,30.0,1623
2025-04-14,中R,44,83.0,65.0,74.0,147
2025-05-17,中R,82,100.0,98.0,86.0,147
2024-02-05,中R,59,92.0,105.0,,141
2024-03-29,微R,26,81.0,115.0,,260
2024-06-05,微R,30,77.0,87.0,80.0,266
2025-03-18,微R,10,58.0,47.0,34.0,272
2023-12-12,微R,31,24.0,60.0,,267
2023-12-19,小R,25,56.0,73.0,,148
2024-11-05,大R,21,27.0,24.0,27.0,33
2024-10-19,中R,63,91.0,86.0,97.0,145
2024-10-19,超R,11,9.0,10.0,13.0,17
2025-01-04,微R,16,74.0,59.0,40.0,272
2024-06-17,超R,6,9.0,10.0,12.0,16
2024-06-30,超R,11,9.0,10.0,12.0,16
2025-04-23,中R,41,99.0,92.0,86.0,146
2024-03-20,小R,25,82.0,117.0,,146
2024-09-14,小R,33,76.0,93.0,76.0,153
2024-05-11,小R,27,79.0,105.0,98.0,147
2025-05-19,超R,9,12.0,12.0,14.0,17
2024-10-18,大R,26,28.0,25.0,31.0,34
2024-02-13,小R,29,87.0,120.0,,150
2024-08-12,大R,31,31.0,28.0,32.0,34
2024-12-31,超R,11,8.0,10.0,12.0,17
2024-06-24,大R,24,32.0,29.0,31.0,33
2024-02-27,微R,36,79.0,132.0,,259
2024-10-15,超R,10,9.0,10.0,13.0,17
2024-03-19,中R,38,87.0,99.0,,138
2024-10-17,非R,12,47.0,39.0,30.0,1628
2025-02-20,超R,7,10.0,10.0,13.0,17
2024-12-06,小R,46,78.0,89.0,68.0,157
2025-05-15,中R,45,101.0,99.0,85.0,147
2025-01-13,小R,23,76.0,83.0,67.0,156
2024-08-09,超R,8,9.0,10.0,11.0,17
2025-02-25,微R,10,58.0,46.0,37.0,274
2025-05-04,超R,10,13.0,12.0,14.0,17
2023-12-20,未活跃,24,53.0,88.0,,851
2023-12-20,中R,39,61.0,73.0,,139
2024-01-22,非R,21,80.0,126.0,,1603
2024-01-04,中R,65,88.0,108.0,,142
2024-06-07,微R,29,77.0,87.0,85.0,266
2024-07-19,超R,9,9.0,10.0,12.0,15
2023-11-27,微R,35,,,,266
2024-04-07,中R,39,90.0,99.0,,140
2024-07-22,非R,23,46.0,54.0,46.0,1547
2024-09-12,小R,21,78.0,94.0,77.0,154
2024-09-05,非R,13,43.0,43.0,35.0,1548
2024-10-31,未活跃,4,11.0,11.0,12.0,214
2024-02-26,非R,16,80.0,109.0,,1579
2024-12-21,微R,17,72.0,60.0,40.0,277
2023-12-17,小R,37,50.0,63.0,,147
2024-05-07,中R,55,93.0,102.0,102.0,139
2025-02-24,大R,18,24.0,20.0,24.0,34
2025-02-17,小R,28,75.0,73.0,68.0,156
2024-12-11,大R,20,27.0,22.0,31.0,34
2024-01-30,大R,15,28.0,31.0,,33
2024-11-16,微R,23,86.0,59.0,51.0,277
2025-05-13,微R,19,75.0,58.0,26.0,274
2024-03-09,未活跃,25,54.0,71.0,,681
2025-02-23,非R,5,18.0,12.0,11.0,1592
2023-12-14,未活跃,27,30.0,64.0,,866
2024-03-28,微R,24,80.0,114.0,,262
2025-02-19,超R,10,10.0,10.0,13.0,17
2025-01-31,非R,7,21.0,19.0,13.0,1579
2025-03-10,超R,10,10.0,10.0,11.0,17
2024-12-20,中R,52,88.0,74.0,86.0,143
2024-04-22,超R,8,10.0,11.0,,15
2024-10-30,微R,16,84.0,63.0,52.0,274
2024-04-26,小R,56,79.0,109.0,44.0,143
2024-04-26,非R,32,64.0,79.0,27.0,1523
2025-02-10,微R,19,69.0,56.0,37.0,274
2023-11-01,超R,6,,,,16
2024-04-24,超R,8,10.0,11.0,,15
2024-01-24,非R,27,82.0,128.0,,1579
2024-02-18,大R,19,30.0,31.0,,33
2023-12-16,未活跃,30,38.0,72.0,,915
2025-02-02,小R,42,75.0,76.0,63.0,156
2024-05-02,未活跃,20,44.0,54.0,33.0,500
2024-02-17,微R,22,78.0,138.0,,266
2024-06-21,未活跃,13,25.0,30.0,25.0,367
2024-06-11,中R,62,93.0,100.0,105.0,141
2024-08-26,超R,8,9.0,10.0,12.0,15
2024-06-17,小R,21,80.0,101.0,97.0,149
2025-01-27,未活跃,1,4.0,4.0,4.0,94
2024-09-27,未活跃,9,14.0,14.0,15.0,234
2025-03-09,超R,8,11.0,10.0,11.0,17
2023-11-14,超R,9,,,,16
2024-02-13,非R,19,84.0,114.0,,1578
2024-03-01,非R,25,81.0,103.0,,1567
2024-12-31,非R,5,26.0,26.0,16.0,1615
2023-11-09,中R,56,,,,143
2024-01-18,微R,22,76.0,136.0,,268
2024-07-24,大R,23,28.0,26.0,32.0,33
2024-11-24,超R,12,9.0,10.0,12.0,17
2024-08-22,非R,17,49.0,52.0,36.0,1549
2025-05-24,小R,26,82.0,88.0,46.0,156
2025-03-28,大R,12,22.0,17.0,23.0,34
2024-06-02,大R,23,32.0,29.0,30.0,33
2024-10-15,非R,11,47.0,38.0,31.0,1617
2024-03-16,小R,28,80.0,113.0,,147
2024-08-21,非R,17,50.0,52.0,35.0,1538
2025-04-08,中R,33,87.0,66.0,77.0,148
2025-04-27,超R,12,12.0,12.0,14.0,17
2024-01-07,小R,56,82.0,121.0,,148
2024-01-07,超R,10,11.0,11.0,,16
2024-05-30,小R,20,75.0,104.0,86.0,148
2024-10-10,微R,11,85.0,75.0,57.0,273
2024-06-20,非R,21,51.0,68.0,55.0,1536
2024-06-25,未活跃,10,24.0,31.0,24.0,417
2024-09-09,小R,33,78.0,96.0,77.0,153
2025-04-13,超R,11,10.0,10.0,13.0,17
2025-03-20,未活跃,1,2.0,2.0,2.0,29
2024-01-22,超R,8,11.0,12.0,,16
2024-05-27,中R,53,94.0,100.0,86.0,141
2024-05-26,非R,24,56.0,74.0,60.0,1546
2024-10-12,中R,58,95.0,87.0,96.0,144
2024-09-12,非R,13,47.0,40.0,35.0,1556
